place_name,review_text,sentiment_food,sentiment_service,sentiment_price,sentiment_global
El Cuartito,Me gusto el lugar.,NEU,NEU,NEU,POS
El Cuartito,Costoso.,NEU,NEU,NEG,NEG
Kansas,"Servicio excelente, nada especial el lugar y precios de mercado.",NEU,POS,NEU,POS
Antares,Todo muy rico.,POS,NEU,NEU,POS
Rapanui,Bastante barato.,NEU,NEU,POS,POS
La Cabrera,El lugar es hermoso y precio acorde.,NEU,NEU,NEU,POS
Antares,No vale lo que cuesta.,NEU,NEU,NEG,NEG
La Parolaccia,Lugar sucio y destaco la atención.,NEU,POS,NEU,NEU
Don Julio,No me gusto el lugar y sabroso y fresco.,POS,NEU,NEU,NEU
El Cuartito,Cumplieron con el pedido y lo que esperas pagar.,NEU,NEU,NEU,NEU
Rapanui,"Lugar sucio, que rica comida y precio acorde.",POS,NEU,NEU,NEU
El Pobre Luis,No es caro.,NEU,NEU,POS,POS
Kansas,"La comida normal, me pareció carísimo y ambiente estandar.",NEU,NEU,NEG,NEG
Antares,Atención rápida y cordial.,NEU,POS,NEU,POS
La Mezzetta,La pizza estaba cruda y el lugar es hermoso.,NEG,NEU,NEU,NEU
Rapanui,Lo que esperas pagar y tardaron mil años en atender.,NEU,NEG,NEU,NEG
Sottovoce,No me gusto el ambiente.,NEU,NEU,NEU,NEG
Antares,"La comida un desastre, el lugar esta bueno y costoso.",NEG,NEU,NEG,NEG
Sottovoce,"Tiempos de espera normales, ambiente estandar y excelente sabor.",POS,NEU,NEU,POS
Antares,Me gusto mucho y lugar sucio.,POS,NEU,NEU,NEU
La Mezzetta,El mozo super amable y ambiente estandar.,NEU,POS,NEU,POS
Pizzería Guerrin,No me gusto el lugar y el mozo super amable.,NEU,POS,NEU,NEU
El Cuartito,"Se deja comer, el servicio correcto y no es barato ni caro.",NEU,NEU,NEU,NEU
Kansas,La comida normal.,NEU,NEU,NEU,NEU
La Cabrera,Regular la comida.,NEU,NEU,NEU,NEU
El Pobre Luis,Me gusto el lugar.,NEU,NEU,NEU,POS
La Parolaccia,Nos atendieron de maravilla y la comida un desastre.,NEG,POS,NEU,NEU
Rapanui,Muy atentos en todo momento.,NEU,POS,NEU,POS
Antares,La comida un desastre.,NEG,NEU,NEU,NEG
Sottovoce,Lindo lugar y buen precio.,NEU,NEU,POS,POS
La Mezzetta,Nada del otro mundo la comida.,NEU,NEU,NEU,NEU
Pizzería Guerrin,Comida aceptable.,NEU,NEU,NEU,NEU
Las Violetas,Ambiente estandar y muy atentos en todo momento.,NEU,POS,NEU,POS
La Mezzetta,"La pizza estaba cruda, no es barato ni caro y nada especial el lugar.",NEG,NEU,NEU,NEG
El Pobre Luis,Todo tenía sabor feo y lugar feo.,NEG,NEU,NEU,NEG
Rapanui,No es caro y ambiente estandar.,NEU,NEU,POS,POS
Kansas,Ideal para perder el tiempo y buen ambiente.,NEU,NEG,NEU,NEU
La Parolaccia,Se deja comer.,NEU,NEU,NEU,NEU
Las Violetas,El lugar es hermoso.,NEU,NEU,NEU,POS
La Cabrera,La atención fue genial y la comida un desastre.,NEG,POS,NEU,NEU
La Mezzetta,No es barato ni caro.,NEU,NEU,NEU,NEU
Rapanui,"Los platos son abundantes y deliciosos, no es barato ni caro y tardaron mil años en atender.",POS,NEG,NEU,NEU
El Pobre Luis,Ambiente estandar.,NEU,NEU,NEU,NEU
Sottovoce,"Precios por las nubes, ambiente estandar y me encanto esperar 2 horas.",NEU,NEG,NEG,NEG
La Mezzetta,Muy frio.,NEG,NEU,NEU,NEG
Pizzería Guerrin,"Sabroso y fresco, precios por las nubes y atención sin destacar.",POS,NEU,NEG,NEU
Pizzería Guerrin,La atención fue pésima y todo muy grasoso.,NEG,NEG,NEU,NEG
La Mezzetta,Buen ambiente.,NEU,NEU,NEU,POS
Pizzería Guerrin,Todo tenía sabor feo.,NEG,NEU,NEU,NEG
Antares,Atención sin destacar.,NEU,NEU,NEU,NEU
Antares,Buen ambiente y excelente sabor.,POS,NEU,NEU,POS
Antares,"Brillante atencion si no tienes prisa, el lugar esta bueno y bastante barato.",NEU,NEG,POS,POS
Rapanui,Muy linda decoracion y te arrancan la cabeza.,NEU,NEU,NEG,NEU
Sottovoce,Horrible sabor y no es barato ni caro.,NEG,NEU,NEU,NEG
La Parolaccia,Precios de mercado y no me gusto el lugar.,NEU,NEU,NEU,NEG
La Cabrera,La comida normal.,NEU,NEU,NEU,NEU
La Cabrera,"No me gusto el ambiente, atención sin destacar y regular la comida.",NEU,NEU,NEU,NEG
La Parolaccia,Me encantó la comida.,POS,NEU,NEU,POS
La Mezzetta,"El lugar esta bueno, la atención normal y genial si te gusta comer frio.",NEG,NEU,NEU,NEU
Pizzería Guerrin,"Ni muy muy ni tan tan, excelente relación precio calidad y lugar sucio.",NEU,NEU,POS,NEU
Pizzería Guerrin,Mala ambientacion.,NEU,NEU,NEU,NEG
El Cuartito,No es barato ni caro.,NEU,NEU,NEU,NEU
La Mezzetta,Servicio excelente y lo que esperas pagar.,NEU,POS,NEU,POS
Don Julio,Lo que esperas pagar.,NEU,NEU,NEU,NEU
Pizzería Guerrin,No me gusto el lugar.,NEU,NEU,NEU,NEG
Las Violetas,"Se deja comer, precio acorde y no me gusto el lugar.",NEU,NEU,NEU,NEG
El Cuartito,Atención sin destacar.,NEU,NEU,NEU,NEU
La Parolaccia,Buen precio.,NEU,NEU,POS,POS
El Pobre Luis,"Lugar normal, si te gusta esperar este es tu lugar y no es barato ni caro.",NEU,NEG,NEU,NEG
La Cabrera,Bastante barato y nada especial el lugar.,NEU,NEU,POS,POS
Kansas,"La atención fue genial, excelente sabor y precios accesibles.",POS,POS,POS,POS
La Mezzetta,No me gusto el ambiente.,NEU,NEU,NEU,NEG
Kansas,Brillante atencion si no tienes prisa.,NEU,NEG,NEU,NEG
Antares,"Excelente sabor, lindo lugar y excelente relación precio calidad.",POS,NEU,POS,POS
La Parolaccia,Los mozos te tratan mal.,NEU,NEG,NEU,NEG
Kansas,Que rica comida.,POS,NEU,NEU,POS
Rapanui,Estaba rico.,POS,NEU,NEU,POS
Kansas,"La comida un desastre, servicio lento y malo y precio acorde.",NEG,NEG,NEU,NEG
Don Julio,"Ni muy muy ni tan tan, precios accesibles y el mozo super amable.",NEU,POS,POS,POS
La Mezzetta,Bastante barato.,NEU,NEU,POS,POS
La Mezzetta,La comida normal y el mozo super amable.,NEU,POS,NEU,POS
La Mezzetta,"El lugar es hermoso, todo helado y nos atendieron de maravilla.",NEG,POS,NEU,POS
La Mezzetta,"Bastante barato, se deja comer y si te gusta esperar este es tu lugar.",NEU,NEG,POS,NEU
Kansas,Muy mala onda los empleados.,NEU,NEG,NEU,NEG
Rapanui,No me gusto el ambiente.,NEU,NEU,NEU,NEG
Don Julio,"Servicio excelente, poco bueno y el lugar es hermoso.",NEG,POS,NEU,POS
Don Julio,Me gusto mucho.,POS,NEU,NEU,POS
La Parolaccia,Estaba rico y nada especial el lugar.,POS,NEU,NEU,POS
Kansas,Nada del otro mundo la comida y brillante atencion si no tienes prisa.,NEU,NEG,NEU,NEG
La Cabrera,Atención sin destacar y el lugar esta bueno.,NEU,NEU,NEU,POS
Kansas,El servicio correcto y lindo lugar.,NEU,NEU,NEU,POS
El Pobre Luis,Muy atentos en todo momento.,NEU,POS,NEU,POS
La Parolaccia,"Lo que esperas pagar, atención rápida y cordial y el lugar se cae a pedazos.",NEU,POS,NEU,NEU
Rapanui,Me pareció carísimo y tiempos de espera normales.,NEU,NEU,NEG,NEG
Pizzería Guerrin,No estaba rico y no me gusto el ambiente.,NEG,NEU,NEU,NEG
El Pobre Luis,Atención rápida y cordial.,NEU,POS,NEU,POS
La Mezzetta,Lo que esperas pagar.,NEU,NEU,NEU,NEU
Pizzería Guerrin,Precios por las nubes.,NEU,NEU,NEG,NEG
Sottovoce,Nos atendieron de maravilla.,NEU,POS,NEU,POS
Sottovoce,Si te gusta esperar este es tu lugar.,NEU,NEG,NEU,NEG
Rapanui,"Una estafa el precio, comida aceptable y lindo lugar.",NEU,NEU,NEG,NEU
La Parolaccia,Todo tenía sabor feo.,NEG,NEU,NEU,NEG
El Cuartito,"Excelente relación precio calidad, el lugar se cae a pedazos y se deja comer.",NEU,NEU,POS,NEU
Antares,Tardaron mil años en atender y ni muy muy ni tan tan.,NEU,NEG,NEU,NEG
Sottovoce,Tiempos de espera normales.,NEU,NEU,NEU,NEU
Las Violetas,Ambiente estandar y la atención fue genial.,NEU,POS,NEU,POS
El Cuartito,Muy mala onda los empleados.,NEU,NEG,NEU,NEG
La Cabrera,Precios accesibles y no me gusto el ambiente.,NEU,NEU,POS,NEU
Kansas,"No es caro, la atención fue pésima y ni muy muy ni tan tan.",NEU,NEG,POS,NEU
La Mezzetta,El lugar esta bueno y nadie nos prestaba atención.,NEU,NEG,NEU,NEU
La Parolaccia,Si te gusta esperar este es tu lugar.,NEU,NEG,NEU,NEG
Pizzería Guerrin,Atención sin destacar.,NEU,NEU,NEU,NEU
El Cuartito,Lugar sucio y precio acorde.,NEU,NEU,NEU,NEG
La Mezzetta,"Buen precio, la atención normal y no me gusto el ambiente.",NEU,NEU,POS,NEU
Rapanui,Ambiente estandar.,NEU,NEU,NEU,NEU
El Pobre Luis,Costoso y poco rico.,NEG,NEU,NEG,NEG
Sottovoce,"Costoso, la comida estaba exquisita y atención rápida y cordial.",POS,POS,NEG,POS
Kansas,Atención sin destacar y nada especial el lugar.,NEU,NEU,NEU,NEU
Rapanui,Tiempos de espera normales y precios de mercado.,NEU,NEU,NEU,NEU
Don Julio,Brillante atencion si no tienes prisa.,NEU,NEG,NEU,NEG
Las Violetas,Lo que esperas pagar y brillante atencion si no tienes prisa.,NEU,NEG,NEU,NEG
Las Violetas,"Buen precio, regular la comida y tiempos de espera normales.",NEU,NEU,POS,POS
El Cuartito,Nada especial el lugar y se deja comer.,NEU,NEU,NEU,NEU
Pizzería Guerrin,Atención sin destacar y precios elevados.,NEU,NEU,NEG,NEG
La Cabrera,El lugar se cae a pedazos y regular la comida.,NEU,NEU,NEU,NEG
El Cuartito,Precio acorde.,NEU,NEU,NEU,NEU
El Cuartito,"Lindo lugar, platos estándar y un poco caro.",NEU,NEU,NEG,NEU
La Cabrera,Ni muy muy ni tan tan y precios de mercado.,NEU,NEU,NEU,NEU
Pizzería Guerrin,"La comida estaba exquisita, la atención fue genial y buen ambiente.",POS,POS,NEU,POS
El Cuartito,Ni muy muy ni tan tan.,NEU,NEU,NEU,NEU
La Parolaccia,Lo que esperas pagar.,NEU,NEU,NEU,NEU
La Parolaccia,La comida normal y cumplieron con el pedido.,NEU,NEU,NEU,NEU
Antares,Lugar sucio y no es barato ni caro.,NEU,NEU,NEU,NEG
La Mezzetta,Platos estándar y tardaron mil años en atender.,NEU,NEG,NEU,NEG
Rapanui,Lo que esperas pagar.,NEU,NEU,NEU,NEU
Don Julio,Platos estándar y precios elevados.,NEU,NEU,NEG,NEG
La Cabrera,Gracias por la demora.,NEU,NEG,NEU,NEG
La Parolaccia,Nadie nos prestaba atención.,NEU,NEG,NEU,NEG
La Mezzetta,Me pareció carísimo y la carne era una manteca.,POS,NEU,NEG,NEU
Sottovoce,Servicio excelente.,NEU,POS,NEU,POS
Don Julio,El lugar se cae a pedazos.,NEU,NEU,NEU,NEG
Don Julio,La atención normal.,NEU,NEU,NEU,NEU
La Mezzetta,Lindo lugar.,NEU,NEU,NEU,POS
Rapanui,Nadie nos prestaba atención.,NEU,NEG,NEU,NEG
El Pobre Luis,Lugar normal y muy caro.,NEU,NEU,NEG,NEG
Antares,Platos estándar.,NEU,NEU,NEU,NEU
Rapanui,Brillante atencion si no tienes prisa.,NEU,NEG,NEU,NEG
El Pobre Luis,La atención fue genial y un poco caro.,NEU,POS,NEG,NEU
La Mezzetta,Nada especial el lugar.,NEU,NEU,NEU,NEU
Las Violetas,Genial si te gusta comer frio.,NEG,NEU,NEU,NEG
La Parolaccia,Nos llego todo frio.,NEG,NEU,NEU,NEG
La Cabrera,Tardaron mil años en atender.,NEU,NEG,NEU,NEG
Pizzería Guerrin,La comida un desastre.,NEG,NEU,NEU,NEG
La Cabrera,No me gusto el ambiente.,NEU,NEU,NEU,NEG
La Mezzetta,No es barato ni caro.,NEU,NEU,NEU,NEU
Las Violetas,Muy linda decoracion y la atención normal.,NEU,NEU,NEU,POS
La Parolaccia,Ideal para perder el tiempo.,NEU,NEG,NEU,NEG
La Mezzetta,Precio acorde y atención sin destacar.,NEU,NEU,NEU,NEU
Pizzería Guerrin,Una estafa el precio y estaba rico.,POS,NEU,NEG,NEU
El Cuartito,Atención rápida y cordial.,NEU,POS,NEU,POS
Rapanui,"Mala ambientacion, comida aceptable y lo que esperas pagar.",NEU,NEU,NEU,NEG
La Parolaccia,"Buen precio, el mozo super amable y muy linda decoracion.",NEU,POS,POS,POS
El Cuartito,Platos estándar y buen precio.,NEU,NEU,POS,POS
La Parolaccia,El lugar esta bueno y la atención normal.,NEU,NEU,NEU,POS
Sottovoce,Nos atendieron de maravilla.,NEU,POS,NEU,POS
La Parolaccia,La atención fue genial y la carne era una manteca.,POS,POS,NEU,POS
Sottovoce,No es barato ni caro.,NEU,NEU,NEU,NEU
Sottovoce,"Nos llego todo frio, me encanto esperar 2 horas y lindo lugar.",NEG,NEG,NEU,NEG
La Parolaccia,Buen ambiente.,NEU,NEU,NEU,POS
Las Violetas,La carne era una manteca.,POS,NEU,NEU,POS
La Parolaccia,Se deja comer y precios altos.,NEU,NEU,NEG,NEG
Rapanui,Me encantó la comida y precios accesibles.,POS,NEU,POS,POS
Las Violetas,Atención sin destacar.,NEU,NEU,NEU,NEU
Antares,Ideal para perder el tiempo y lugar normal.,NEU,NEG,NEU,NEG
Kansas,Atención sin destacar.,NEU,NEU,NEU,NEU
La Parolaccia,No es caro.,NEU,NEU,POS,POS
Rapanui,"Buen ambiente, si te gusta esperar este es tu lugar y lo que esperas pagar.",NEU,NEG,NEU,NEU
La Cabrera,Costoso y bien si te gusta lo crudo.,NEG,NEU,NEG,NEG
Rapanui,Poco rico.,NEG,NEU,NEU,NEG
La Cabrera,No es barato ni caro.,NEU,NEU,NEU,NEU
Las Violetas,El mozo super amable.,NEU,POS,NEU,POS
La Cabrera,Platos estándar.,NEU,NEU,NEU,NEU
La Cabrera,No me gusto el ambiente y la atención fue genial.,NEU,POS,NEU,NEU
Las Violetas,Regular la comida y lo que esperas pagar.,NEU,NEU,NEU,NEU
Kansas,"Gracias por la demora, todo helado y nada especial el lugar.",NEG,NEG,NEU,NEG
Rapanui,Teniamos frio.,NEG,NEU,NEU,NEG
Don Julio,El lugar es hermoso.,NEU,NEU,NEU,POS
Antares,Sabroso y fresco.,POS,NEU,NEU,POS
La Cabrera,"Se deja comer, no me gusto el lugar y excelente relación precio calidad.",NEU,NEU,POS,NEU
La Parolaccia,El lugar se cae a pedazos.,NEU,NEU,NEU,NEG
Rapanui,El lugar se cae a pedazos y todo muy grasoso.,NEG,NEU,NEU,NEG
La Parolaccia,Buen precio y atención rápida y cordial.,NEU,POS,POS,POS
La Mezzetta,"Me encantó la comida, nadie nos prestaba atención y no vale lo que cuesta.",POS,NEG,NEG,NEG
Antares,Lugar feo y precios accesibles.,NEU,NEU,POS,NEU
La Cabrera,Servicio lento y malo y no me gusto el ambiente.,NEU,NEG,NEU,NEG
Don Julio,"Precios accesibles, lugar sucio y todo tenía sabor feo.",NEG,NEU,POS,NEG
Pizzería Guerrin,La comida estaba exquisita y ambiente estandar.,POS,NEU,NEU,POS
Kansas,Me gusto el lugar.,NEU,NEU,NEU,POS
Las Violetas,"Muy frio, lo que esperas pagar y el mozo super amable.",NEG,POS,NEU,NEU
El Pobre Luis,"Nada del otro mundo la comida, muy linda decoracion y excelente relación precio calidad.",NEU,NEU,POS,POS
La Parolaccia,Genial si te gusta comer frio.,NEG,NEU,NEU,NEG
El Cuartito,Me pareció carísimo.,NEU,NEU,NEG,NEG
Sottovoce,"El servicio correcto, precio acorde y no me gusto el lugar.",NEU,NEU,NEU,NEG
El Cuartito,"Lugar normal, atención sin destacar y precios un poco elevados para lo que ofrecen.",NEU,NEU,NEG,NEG
Rapanui,Precios de mercado.,NEU,NEU,NEU,NEU
Sottovoce,Muy caro.,NEU,NEU,NEG,NEG
El Pobre Luis,Te arrancan la cabeza.,NEU,NEU,NEG,NEG
La Mezzetta,"Nada especial el lugar, el mozo super amable y comida aceptable.",NEU,POS,NEU,POS
El Cuartito,Me gusto mucho y el lugar esta bueno.,POS,NEU,NEU,POS
La Cabrera,Nada del otro mundo la comida y me gusto el lugar.,NEU,NEU,NEU,POS
Pizzería Guerrin,"Ambiente estandar, el servicio correcto y un poco caro.",NEU,NEU,NEG,NEG
Kansas,Atención sin destacar.,NEU,NEU,NEU,NEU
Antares,"Precio acorde, no me gusto el lugar y ideal para perder el tiempo.",NEU,NEG,NEU,NEG
La Cabrera,Precios un poco elevados para lo que ofrecen y mala ambientacion.,NEU,NEU,NEG,NEG
Pizzería Guerrin,El lugar es hermoso.,NEU,NEU,NEU,POS
La Mezzetta,El servicio correcto y platos estándar.,NEU,NEU,NEU,NEU
La Mezzetta,El lugar se cae a pedazos.,NEU,NEU,NEU,NEG
El Cuartito,"Precios por las nubes, nos llego todo frio y lindo lugar.",NEG,NEU,NEG,NEG
Don Julio,"Falta personal, excelente relación precio calidad y lugar normal.",NEU,NEG,POS,NEU
La Parolaccia,No es barato ni caro y cumplieron con el pedido.,NEU,NEU,NEU,NEU
La Parolaccia,Nada del otro mundo la comida y excelente relación precio calidad.,NEU,NEU,POS,POS
Rapanui,Vino frio.,NEG,NEU,NEU,NEG
Kansas,Buen precio.,NEU,NEU,POS,POS
La Mezzetta,"Lugar normal, buen precio y nada del otro mundo la comida.",NEU,NEU,POS,POS
Sottovoce,Excelente sabor y lugar sucio.,POS,NEU,NEU,NEU
La Mezzetta,"Muy mala onda los empleados, la comida estaba exquisita y precios de mercado.",POS,NEG,NEU,NEU
El Pobre Luis,Muy mala onda los empleados.,NEU,NEG,NEU,NEG
La Mezzetta,Te arrancan la cabeza y ideal para perder el tiempo.,NEU,NEG,NEG,NEG
La Mezzetta,Buen ambiente y excelente relación precio calidad.,NEU,NEU,POS,POS
Las Violetas,Nadie nos prestaba atención y mala ambientacion.,NEU,NEG,NEU,NEG
Rapanui,"Atención rápida y cordial, me gusto el lugar y sabroso y fresco.",POS,POS,NEU,POS
Pizzería Guerrin,"Nada especial el lugar, no vale lo que cuesta y la comida normal.",NEU,NEU,NEG,NEG
Las Violetas,Buen precio.,NEU,NEU,POS,POS
La Parolaccia,Tiempos de espera normales y se deja comer.,NEU,NEU,NEU,NEU
Rapanui,Ni muy muy ni tan tan.,NEU,NEU,NEU,NEU
Don Julio,Me gusto el lugar.,NEU,NEU,NEU,POS
La Mezzetta,Lugar feo y tiempos de espera normales.,NEU,NEU,NEU,NEG
Don Julio,Te arrancan la cabeza y lugar feo.,NEU,NEU,NEG,NEG
El Pobre Luis,"Servicio excelente, buen ambiente y no es barato ni caro.",NEU,POS,NEU,POS
El Pobre Luis,"Buen ambiente, me pareció carísimo y platos estándar.",NEU,NEU,NEG,NEU
Rapanui,La pizza estaba cruda.,NEG,NEU,NEU,NEG
Kansas,"Incomible, precios altos y lugar normal.",NEG,NEU,NEG,NEG
Sottovoce,Me gusto mucho y ambiente estandar.,POS,NEU,NEU,POS
Las Violetas,Me gusto mucho y cumplieron con el pedido.,POS,NEU,NEU,POS
La Cabrera,"La comida llegó fría, atención sin destacar y lugar normal.",NEG,NEU,NEU,NEG
Las Violetas,Horrible sabor.,NEG,NEU,NEU,NEG
Kansas,Excelente relación precio calidad.,NEU,NEU,POS,POS
Pizzería Guerrin,Bastante barato y servicio excelente.,NEU,POS,POS,POS
La Cabrera,Precio acorde y cumplieron con el pedido.,NEU,NEU,NEU,NEU
Don Julio,Lugar normal.,NEU,NEU,NEU,NEU
Las Violetas,El lugar se cae a pedazos.,NEU,NEU,NEU,NEG
El Pobre Luis,Mala ambientacion y atención rápida y cordial.,NEU,POS,NEU,NEU
Antares,Precio acorde.,NEU,NEU,NEU,NEU
Antares,"Me gusto el lugar, brillante atencion si no tienes prisa y excelente relación precio calidad.",NEU,NEG,POS,POS
Don Julio,El lugar se cae a pedazos.,NEU,NEU,NEU,NEG
La Mezzetta,Me encanto esperar 2 horas y la carne era una manteca.,POS,NEG,NEU,NEU
Don Julio,La atención normal y el lugar se cae a pedazos.,NEU,NEU,NEU,NEG
La Cabrera,El lugar esta bueno.,NEU,NEU,NEU,POS
Kansas,Destaco la atención y excelente relación precio calidad.,NEU,POS,POS,POS
La Mezzetta,Nada especial el lugar y no es barato ni caro.,NEU,NEU,NEU,NEU
Pizzería Guerrin,Me gusto el lugar y la comida estaba exquisita.,POS,NEU,NEU,POS
La Parolaccia,Cumplieron con el pedido y buen ambiente.,NEU,NEU,NEU,POS
El Cuartito,El mozo super amable y lugar normal.,NEU,POS,NEU,POS
Don Julio,Servicio excelente.,NEU,POS,NEU,POS
Don Julio,Excelente sabor.,POS,NEU,NEU,POS
El Cuartito,"Teniamos frio, cumplieron con el pedido y lugar normal.",NEG,NEU,NEU,NEG
Las Violetas,"Cumplieron con el pedido, me gusto mucho y lindo lugar.",POS,NEU,NEU,POS
El Cuartito,Nada especial el lugar.,NEU,NEU,NEU,NEU
Kansas,La carne era una manteca.,POS,NEU,NEU,POS
La Mezzetta,Me encanto esperar 2 horas y lugar sucio.,NEU,NEG,NEU,NEG
La Parolaccia,Falta personal.,NEU,NEG,NEU,NEG
Rapanui,Tiempos de espera normales y poco bueno.,NEG,NEU,NEU,NEG
El Pobre Luis,Precio acorde y platos estándar.,NEU,NEU,NEU,NEU
El Pobre Luis,"Lindo lugar, costoso y platos estándar.",NEU,NEU,NEG,NEU
La Parolaccia,No me gusto el ambiente y buen precio.,NEU,NEU,POS,NEU
El Pobre Luis,Nada especial el lugar y la comida una obra de arte abstracto del horror.,NEG,NEU,NEU,NEG
La Parolaccia,Comida aceptable y lugar feo.,NEU,NEU,NEU,NEG
Antares,"Nada especial el lugar, muy caro y la comida una obra de arte abstracto del horror.",NEG,NEU,NEG,NEG
El Cuartito,Brillante atencion si no tienes prisa y excelente relación precio calidad.,NEU,NEG,POS,NEU
La Mezzetta,No es barato ni caro y muy linda decoracion.,NEU,NEU,NEU,POS
Kansas,No me gusto el ambiente y estaba rico.,POS,NEU,NEU,NEU
Don Julio,Mala ambientacion.,NEU,NEU,NEU,NEG
La Mezzetta,Lugar normal.,NEU,NEU,NEU,NEU
Rapanui,Vino frio.,NEG,NEU,NEU,NEG
La Mezzetta,Lindo lugar.,NEU,NEU,NEU,POS
La Cabrera,Bastante barato.,NEU,NEU,POS,POS
Kansas,Excelente relación precio calidad y el servicio correcto.,NEU,NEU,POS,POS
Sottovoce,Excelente relación precio calidad.,NEU,NEU,POS,POS
El Cuartito,Se deja comer.,NEU,NEU,NEU,NEU
La Mezzetta,"Los mozos te tratan mal, no me gusto el lugar y nada del otro mundo la comida.",NEU,NEG,NEU,NEG
El Cuartito,El lugar se cae a pedazos y precios elevados.,NEU,NEU,NEG,NEG
Sottovoce,Mala ambientacion.,NEU,NEU,NEU,NEG
El Pobre Luis,Todo muy rico.,POS,NEU,NEU,POS
El Cuartito,Mala ambientacion.,NEU,NEU,NEU,NEG
Las Violetas,Buen precio y buen ambiente.,NEU,NEU,POS,POS
Antares,El lugar esta bueno y bastante barato.,NEU,NEU,POS,POS
Las Violetas,Buen precio y el lugar es hermoso.,NEU,NEU,POS,POS
La Cabrera,Que rica comida.,POS,NEU,NEU,POS
La Mezzetta,Precios de mercado.,NEU,NEU,NEU,NEU
La Cabrera,Atención rápida y cordial y regular la comida.,NEU,POS,NEU,POS
Las Violetas,Precios accesibles y el servicio correcto.,NEU,NEU,POS,POS
El Pobre Luis,Lo que esperas pagar y la comida un desastre.,NEG,NEU,NEU,NEG
El Pobre Luis,"La atención normal, la comida normal y lugar normal.",NEU,NEU,NEU,NEU
Pizzería Guerrin,Tiempos de espera normales y la pizza es la mejor de buenos aires.,POS,NEU,NEU,POS
La Parolaccia,"La atención normal, todo helado y el lugar es hermoso.",NEG,NEU,NEU,NEU
La Mezzetta,"Nada bueno, no es barato ni caro y falta personal.",NEG,NEG,NEU,NEG
La Cabrera,El servicio correcto y no vale lo que cuesta.,NEU,NEU,NEG,NEG
Pizzería Guerrin,"La atención fue pésima, no es barato ni caro y el lugar esta bueno.",NEU,NEG,NEU,NEU
El Cuartito,El servicio correcto.,NEU,NEU,NEU,NEU
El Pobre Luis,Servicio excelente y sabroso y fresco.,POS,POS,NEU,POS
Kansas,Destaco la atención.,NEU,POS,NEU,POS
El Pobre Luis,El lugar es hermoso y servicio excelente.,NEU,POS,NEU,POS
El Pobre Luis,Bien si te gusta lo crudo y cumplieron con el pedido.,NEG,NEU,NEU,NEG
El Pobre Luis,Precios elevados y mala ambientacion.,NEU,NEU,NEG,NEG
El Pobre Luis,Se deja comer y precios un poco elevados para lo que ofrecen.,NEU,NEU,NEG,NEG
Don Julio,"Costoso, gracias por la demora y la comida un desastre.",NEG,NEG,NEG,NEG
Sottovoce,Ambiente estandar y atención rápida y cordial.,NEU,POS,NEU,POS
Don Julio,"Mala ambientacion, la carne estaba dura y buen precio.",NEG,NEU,POS,NEG
Antares,"Tiempos de espera normales, precios de mercado y nada especial el lugar.",NEU,NEU,NEU,NEU
